StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID47,QID52,Q1,Q1_4_TEXT,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q8_5_TEXT,Q9,Q9,Q10,Q11,Q12,Q13,Q14,QID53,PROLIFIC_PID,FL_22_DO
2025-06-22 23:42:29,2025-06-22 23:49:49,IP Address,100,439,True,2025-06-22 23:49:49,R_2tDtje0m9mkOXDt,anonymous,EN,,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6827dacca9e460a5e8ec09cf,Female,,White or Caucasian,Bachelor’s degree,Moderate,Strongly agree,Strongly agree,Strongly agree,The United States,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,I consent.,6827dacca9e460a5e8ec09cf,FL_24
2025-06-22 23:45:33,2025-06-22 23:49:50,IP Address,100,257,True,2025-06-22 23:49:51,R_1IuUqMT0snojdAi,anonymous,EN,0.20000000298023224,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67ef6e8e9bfc15c060497365,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,Neither,,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,68477633fdd972842ec555a1,FL_23
2025-06-22 23:40:41,2025-06-22 23:49:59,IP Address,100,557,True,2025-06-22 23:49:59,R_2eWO67aG5Mu4uSf,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",668c85c9f955972065292902,Male,,Black or African American,Associates or technical degree,Very liberal,Somewhat agree,Somewhat disagree,Strongly disagree,Canada,,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,668c85c9f955972065292902,FL_24
2025-06-22 23:44:53,2025-06-22 23:50:02,IP Address,100,308,True,2025-06-22 23:50:02,R_1E66mM8Xmut2W2m,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",684864b42b131d802d1c85c8,Female,,White or Caucasian,Bachelor’s degree,Conservative,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Canada,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,684864b42b131d802d1c85c8,FL_23
2025-06-22 23:41:17,2025-06-22 23:50:03,IP Address,100,525,True,2025-06-22 23:50:03,R_1NgiU3M57rCEs3T,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67431c7d1e7e37b5843c818c,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat disagree,Strongly agree,Somewhat agree,The United States,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat positive,Somewhat,I consent.,67431c7d1e7e37b5843c818c,FL_23
2025-06-22 23:42:09,2025-06-22 23:50:03,IP Address,100,473,True,2025-06-22 23:50:03,R_29hKI6TVyFc8Eyt,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68433c8dc63e53242e58f416,Male,,White or Caucasian,Associates or technical degree,Very conservative,Somewhat agree,Somewhat agree,Neither agree nor disagree,Canada,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat positive,Neither positive nor negative,Slightly,I consent.,68433c8dc63e53242e58f416,FL_24
2025-06-22 23:40:57,2025-06-22 23:50:03,IP Address,100,546,True,2025-06-22 23:50:04,R_2wMhYFuAWRvXKaA,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5d337586669d96001cbbb059,Male,,White or Caucasian,High school diploma or GED,Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,I consent.,5d337586669d96001cbbb059,FL_24
2025-06-22 23:44:26,2025-06-22 23:50:07,IP Address,100,340,True,2025-06-22 23:50:07,R_1TG29utfwqt46TT,anonymous,EN,0.800000011920929,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682c9ee7973cc3dddea53f3c,Male,,Black or African American,Bachelor’s degree,Conservative,Strongly agree,Somewhat agree,Somewhat agree,Canada,,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,682c9ee7973cc3dddea53f3c,FL_24
2025-06-22 23:41:56,2025-06-22 23:50:09,IP Address,100,493,True,2025-06-22 23:50:10,R_2tEBCPOtg4DtCRN,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68477633fdd972842ec555a1,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,Neither,,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,68477633fdd972842ec555a1,FL_23
2025-06-22 23:42:00,2025-06-22 23:50:10,IP Address,100,489,True,2025-06-22 23:50:10,R_3qeWiBpfTkKrnXs,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67a4f6bc5dee527c67382c62,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Extremely positive,Somewhat negative,Slightly,I consent.,67a4f6bc5dee527c67382c62,FL_24
2025-06-22 23:43:15,2025-06-22 23:50:12,IP Address,100,416,True,2025-06-22 23:50:12,R_8evUcSzu5rSe4Qp,anonymous,EN,,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67ad3984d5a39318530f4102,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Strongly agree,Canada,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Neither positive nor negative,Somewhat,I consent.,67ad3984d5a39318530f4102,FL_23
2025-06-22 23:41:46,2025-06-22 23:50:14,IP Address,100,507,True,2025-06-22 23:50:15,R_10Pmj1JbIxAgrT7,anonymous,EN,0.800000011920929,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6837608b50e02f6e41fe00ff,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Somewhat agree,Strongly agree,Neither agree nor disagree,Canada,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,I consent.,6837608b50e02f6e41fe00ff,FL_23
2025-06-22 23:43:33,2025-06-22 23:50:15,IP Address,100,402,True,2025-06-22 23:50:15,R_1hVZfeEnspPBGPV,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6847ce9770c553feeb3ed70e,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Neither agree nor disagree,Canada,,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat positive,Neither positive nor negative,Slightly,I consent.,6847ce9770c553feeb3ed70e,FL_23
2025-06-22 23:41:17,2025-06-22 23:50:16,IP Address,100,538,True,2025-06-22 23:50:16,R_2v0bqckoEbHusTd,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683e3518d72eac24c558fc62,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,I consent.,683e3518d72eac24c558fc62,FL_24
2025-06-22 23:42:03,2025-06-22 23:50:22,IP Address,100,499,True,2025-06-22 23:50:23,R_2xDUmCbKExCBahA,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682e1ca04e08fcb0aac0e7f2,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Strongly agree,Strongly agree,Canada,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,682e1ca04e08fcb0aac0e7f2,FL_24
2025-06-22 23:42:35,2025-06-22 23:50:23,IP Address,100,467,True,2025-06-22 23:50:23,R_C3qY1bHwE44sVEt,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6855ac3a9d8da9c219e2f802,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat disagree,Somewhat agree,Strongly agree,The United States,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat negative,Somewhat positive,Mostly,I consent.,6855ac3a9d8da9c219e2f802,FL_23
2025-06-22 23:40:42,2025-06-22 23:50:24,IP Address,100,582,True,2025-06-22 23:50:25,R_245Zr9Xtcj3pyod,anonymous,EN,0.6000000238418579,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68458d1bcc5f63190ae5036e,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Canada,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,I consent.,68458d1bcc5f63190ae5036e,FL_24
2025-06-22 23:42:41,2025-06-22 23:50:25,IP Address,100,464,True,2025-06-22 23:50:26,R_POjVKOFcRtbVsiZ,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6832419ec81a26698b331047,Female,,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Strongly agree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,I consent.,6832419ec81a26698b331047,FL_23
2025-06-22 23:42:24,2025-06-22 23:50:26,IP Address,100,481,True,2025-06-22 23:50:27,R_2alZhkKSBVa9ukl,anonymous,EN,,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",680e903cca280e0d7b36aaf9,Female,,White or Caucasian,High school diploma or GED,Moderate,Strongly agree,Strongly agree,Strongly agree,The United States,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat positive,Somewhat positive,Mostly,I consent.,680e903cca280e0d7b36aaf9,FL_24
2025-06-22 23:40:57,2025-06-22 23:50:27,IP Address,100,569,True,2025-06-22 23:50:27,R_2asFGxbGLAtTFiG,anonymous,EN,0.800000011920929,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",684b57e0c0d9e9cedd1af5a9,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Somewhat agree,Canada,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Slightly,I consent.,684b57e0c0d9e9cedd1af5a9,FL_24
2025-06-22 23:42:17,2025-06-22 23:50:29,IP Address,100,492,True,2025-06-22 23:50:30,R_a8yw5eA6OnK2ow1,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683fda4d073a505eea80f6ee,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat disagree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Somewhat,I consent.,683fda4d073a505eea80f6ee,FL_24
2025-06-22 23:42:05,2025-06-22 23:50:32,IP Address,100,507,True,2025-06-22 23:50:33,R_p0m5VHQ4FeVS5xv,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68276d12fdee7428e7b3083e,Female,,Black or African American,Bachelor’s degree,Conservative,Somewhat agree,Somewhat agree,Strongly agree,Canada,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Somewhat,I consent.,68276d12fdee7428e7b3083e,FL_23
2025-06-22 23:43:10,2025-06-22 23:50:33,IP Address,100,442,True,2025-06-22 23:50:33,R_12m7S5aojGQNste,anonymous,EN,0.5,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682f64177a45aa6becf97f38,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat agree,Somewhat agree,Somewhat agree,Canada,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Extremely negative,Not at all,I consent.,682f64177a45aa6becf97f38,FL_24
2025-06-22 23:42:57,2025-06-22 23:50:33,IP Address,100,455,True,2025-06-22 23:50:33,R_3COQDoALSy67ByZ,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683f662b3bdaf060094e043d,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Neither agree nor disagree,Canada,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,683f662b3bdaf060094e043d,FL_23
2025-06-22 23:42:45,2025-06-22 23:50:34,IP Address,100,468,True,2025-06-22 23:50:34,R_2af34ci6NdJnj0H,anonymous,EN,,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67c87b2dde3911e00c5ed6fd,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Somewhat agree,Somewhat disagree,Canada,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,67c87b2dde3911e00c5ed6fd,FL_24
2025-06-22 23:41:46,2025-06-22 23:50:36,IP Address,100,530,True,2025-06-22 23:50:36,R_2WHcFwuxiCklM6I,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67e70a61f963fecfc78db7ab,Male,,Asian,Bachelor’s degree,Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,The United States,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat positive,Mostly,I consent.,67e70a61f963fecfc78db7ab,FL_24
2025-06-22 23:42:18,2025-06-22 23:50:40,IP Address,100,502,True,2025-06-22 23:50:40,R_vpZpTLyIwin0k8x,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68447818f721c70206301342,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely negative,Somewhat negative,Somewhat,I consent.,68447818f721c70206301342,FL_23
2025-06-22 23:41:10,2025-06-22 23:50:42,IP Address,100,572,True,2025-06-22 23:50:43,R_AB3CzQLm9IKNLQB,anonymous,EN,0.20000000298023224,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",685203d7c37ae67b215977b6,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat positive,Mostly,I consent.,685203d7c37ae67b215977b6,FL_24
2025-06-22 23:41:28,2025-06-22 23:50:44,IP Address,100,556,True,2025-06-22 23:50:44,R_2ql3KvUllOMTJvx,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6701206a49833a2065d10763,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat agree,Strongly agree,Neither agree nor disagree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,6701206a49833a2065d10763,FL_23
2025-06-22 23:40:46,2025-06-22 23:50:45,IP Address,100,598,True,2025-06-22 23:50:45,R_22zivksrnhTeOZm,anonymous,EN,0.5,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67e14bbf9bc0642927484527,Female,,Black or African American,Bachelor’s degree,Liberal,Strongly agree,Somewhat agree,Strongly agree,The United States,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat positive,Neither positive nor negative,Mostly,I consent.,67e14bbf9bc0642927484527,FL_23
2025-06-22 23:40:39,2025-06-22 23:50:46,IP Address,100,607,True,2025-06-22 23:50:47,R_3PYnhYom3ht2y2d,anonymous,EN,0.699999988079071,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6846403d6981ecd331d1f92a,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,I consent.,6846403d6981ecd331d1f92a,FL_24
2025-06-22 23:40:29,2025-06-22 23:50:52,IP Address,100,623,True,2025-06-22 23:50:53,R_3lsu6LcRFrAeIat,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",654455ad0b76675379c66db4,Female,,Black or African American,Bachelor’s degree,Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,The United States,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat negative,Somewhat,I consent.,654455ad0b76675379c66db4,FL_24
2025-06-22 23:41:03,2025-06-22 23:50:53,IP Address,100,589,True,2025-06-22 23:50:54,R_XXqlr3HNzO8IXex,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67837959a1ccc1627479fb36,Female,,White or Caucasian,High school diploma or GED,Conservative,Somewhat disagree,Somewhat agree,Strongly disagree,The United States,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither positive nor negative,Neither positive nor negative,Somewhat,I consent.,67837959a1ccc1627479fb36,FL_23
2025-06-22 23:42:21,2025-06-22 23:50:54,IP Address,100,513,True,2025-06-22 23:50:55,R_1IsCYDBspIW1oXk,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682fd47ac26c9d43f7a1092b,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Slightly,I consent.,682fd47ac26c9d43f7a1092b,FL_24
2025-06-22 23:43:07,2025-06-22 23:50:56,IP Address,100,469,True,2025-06-22 23:50:56,R_3oZOv26Tp6bddeK,anonymous,EN,0.30000001192092896,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6848f46e1dd20f4ed5a3dd89,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Strongly agree,Canada,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,I consent.,6848f46e1dd20f4ed5a3dd89,FL_24
2025-06-22 23:40:53,2025-06-22 23:50:56,IP Address,100,603,True,2025-06-22 23:50:57,R_78uJDZmct6cc62t,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6843d1689d61b53eeae097b1,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Somewhat agree,Somewhat agree,Somewhat agree,Canada,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,6843d1689d61b53eeae097b1,FL_24
2025-06-22 23:41:39,2025-06-22 23:50:59,IP Address,100,559,True,2025-06-22 23:50:59,R_3EEYgYvnrWVHdGA,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68375d8a380d8f49d19db89c,Female,,White or Caucasian,"Some college, but no degree",Moderate,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,The United States,,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Somewhat,I consent.,68375d8a380d8f49d19db89c,FL_23
2025-06-22 23:40:49,2025-06-22 23:51:00,IP Address,100,611,True,2025-06-22 23:51:01,R_1JWlF5bav6VMv3Q,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683f6cfb2a580aefdbbd4a2c,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,I consent.,683f6cfb2a580aefdbbd4a2c,FL_24
2025-06-22 23:43:54,2025-06-22 23:51:04,IP Address,100,430,True,2025-06-22 23:51:05,R_POjyT6wxtHFBFFT,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",663bc31529719b8501c52820,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Strongly disagree,Strongly disagree,Canada,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,I consent.,663bc31529719b8501c52820,FL_24
2025-06-22 23:41:31,2025-06-22 23:51:05,IP Address,100,574,True,2025-06-22 23:51:06,R_1PRhKJoG5vaQ3Sr,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6838be5ab9d930fa775aa589,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly disagree,The United States,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Extremely negative,Somewhat positive,Mostly,I consent.,6838be5ab9d930fa775aa589,FL_24
2025-06-22 23:42:54,2025-06-22 23:51:06,IP Address,100,491,True,2025-06-22 23:51:06,R_bqhTli7nqiHkHNT,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6839cd00bf6301daf67f4504,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat negative,Somewhat negative,Extremely,I consent.,6839cd00bf6301daf67f4504,FL_24
2025-06-22 23:42:16,2025-06-22 23:51:08,IP Address,100,531,True,2025-06-22 23:51:08,R_24NrSVvrVFKqRH7,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",680d85e020df383491477a41,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither,,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither positive nor negative,Somewhat negative,Not at all,I consent.,680d85e020df383491477a41,FL_24
2025-06-22 23:41:44,2025-06-22 23:51:10,IP Address,100,565,True,2025-06-22 23:51:10,R_3oAOC4ttZs1u6Rz,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67d689c9044466ed69b44416,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat agree,Somewhat agree,Somewhat agree,Canada,,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,I consent.,67d689c9044466ed69b44416,FL_23
2025-06-22 23:41:55,2025-06-22 23:51:16,IP Address,100,560,True,2025-06-22 23:51:16,R_3MaOHTIJUJTYMfr,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",664a08c5a2c484ea3a7a7065,Female,,White or Caucasian,"Some college, but no degree",Conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat positive,Extremely,I consent.,664a08c5a2c484ea3a7a7065,FL_23
2025-06-22 23:44:51,2025-06-22 23:51:17,IP Address,100,386,True,2025-06-22 23:51:18,R_2ctOVjFVI2miTp4,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683f0739e0fe31ffb4df0a9b,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat negative,Slightly,I consent.,683f0739e0fe31ffb4df0a9b,FL_23
2025-06-22 23:41:23,2025-06-22 23:51:19,IP Address,100,595,True,2025-06-22 23:51:19,R_1Q6noi6YnOxaKOr,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68454ec0357d1c52b162508c,Female,,White or Caucasian,Bachelor’s degree,Conservative,Strongly disagree,Strongly agree,Strongly agree,The United States,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat negative,Somewhat positive,Extremely,I consent.,68454ec0357d1c52b162508c,FL_24
2025-06-22 23:41:27,2025-06-22 23:51:20,IP Address,100,592,True,2025-06-22 23:51:20,R_8cuiktSAJShkyWd,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6848a4ebbcc4069c11547882,Male,,Other,High school diploma or GED,Conservative,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Canada,,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,6848a4ebbcc4069c11547882,FL_23
