Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q9,Q10,Q11,Q12,Q13,Q14,FL_22_DO
0.800000012,Male,Black or African American,Bachelor’s degree,Conservative,Strongly agree,Somewhat agree,Somewhat agree,Canada,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,Neither,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_23
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Extremely positive,Somewhat negative,Slightly,FL_24
,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Strongly agree,Canada,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Neither positive nor negative,Somewhat,FL_23
0.800000012,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Somewhat agree,Strongly agree,Neither agree nor disagree,Canada,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,FL_23
0.899999976,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Neither agree nor disagree,Canada,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat positive,Neither positive nor negative,Slightly,FL_23
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,FL_24
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Strongly agree,Strongly agree,Canada,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat disagree,Somewhat agree,Strongly agree,The United States,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat negative,Somewhat positive,Mostly,FL_23
0.600000024,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Canada,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.899999976,Female,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Strongly agree,Canada,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,FL_23
,Female,White or Caucasian,High school diploma or GED,Moderate,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat positive,Somewhat positive,Mostly,FL_24
0.800000012,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Somewhat agree,Canada,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Slightly,FL_24
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat disagree,Canada,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Somewhat,FL_24
0.899999976,Female,Black or African American,Bachelor’s degree,Conservative,Somewhat agree,Somewhat agree,Strongly agree,Canada,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Somewhat,FL_23
0.5,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat agree,Somewhat agree,Somewhat agree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Extremely negative,Not at all,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Neither agree nor disagree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_23
,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Somewhat agree,Somewhat disagree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_24
0.899999976,Male,Asian,Bachelor’s degree,Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,The United States,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat positive,Mostly,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely negative,Somewhat negative,Somewhat,FL_23
0.200000003,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat positive,Mostly,FL_24
1,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat agree,Strongly agree,Neither agree nor disagree,Canada,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_23
0.5,Female,Black or African American,Bachelor’s degree,Liberal,Strongly agree,Somewhat agree,Strongly agree,The United States,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat positive,Neither positive nor negative,Mostly,FL_23
0.699999988,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,FL_24
0.899999976,Female,Black or African American,Bachelor’s degree,Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,The United States,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat negative,Somewhat,FL_24
1,Female,White or Caucasian,High school diploma or GED,Conservative,Somewhat disagree,Somewhat agree,Strongly disagree,The United States,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither positive nor negative,Neither positive nor negative,Somewhat,FL_23
0.899999976,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Slightly,FL_24
0.300000012,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Strongly agree,Canada,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Somewhat agree,Somewhat agree,Somewhat agree,Canada,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_24
0.899999976,Female,White or Caucasian,"Some college, but no degree",Moderate,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,The United States,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Somewhat,FL_23
1,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,FL_24
1,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Strongly disagree,Strongly disagree,Canada,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly disagree,The United States,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Extremely negative,Somewhat positive,Mostly,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat negative,Somewhat negative,Extremely,FL_24
1,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither positive nor negative,Somewhat negative,Not at all,FL_24
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Somewhat agree,Somewhat agree,Somewhat agree,Canada,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,FL_23
1,Female,White or Caucasian,"Some college, but no degree",Conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat positive,Extremely,FL_23
1,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat negative,Slightly,FL_23
1,Female,White or Caucasian,Bachelor’s degree,Conservative,Strongly disagree,Strongly agree,Strongly agree,The United States,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat negative,Somewhat positive,Extremely,FL_24
1,Male,Other,High school diploma or GED,Conservative,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Canada,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_23
1,Female,White or Caucasian,Bachelor’s degree,Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Neither positive nor negative,Somewhat,FL_23
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Extremely negative,Somewhat positive,Extremely,FL_24
,Female,American Indian/Native American or Alaska Native,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Neither agree nor disagree,Somewhat agree,Canada,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,Somewhat negative,Not at all,FL_24
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Somewhat agree,Strongly agree,Strongly agree,The United States,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat positive,Extremely,FL_24
1,Male,"White or Caucasian,Other",Bachelor’s degree,Moderate,Strongly agree,Strongly agree,Neither agree nor disagree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.600000024,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly disagree,The United States,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat negative,Somewhat positive,Mostly,FL_23
0.699999988,Male,White or Caucasian,Bachelor’s degree,Liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_23
,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat positive,Neither positive nor negative,Mostly,FL_23
1,Female,Black or African American,Bachelor’s degree,Moderate,Somewhat disagree,Somewhat agree,Neither agree nor disagree,The United States,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat negative,Somewhat negative,Somewhat,FL_23
,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Somewhat agree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat positive,Somewhat,FL_24
0.899999976,Female,White or Caucasian,Bachelor’s degree,Conservative,Somewhat agree,Strongly agree,Somewhat disagree,The United States,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat negative,Neither positive nor negative,Mostly,FL_23
0.899999976,Male,White or Caucasian,Bachelor’s degree,Very conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat positive,Mostly,FL_23
0.899999976,Female,White or Caucasian,Bachelor’s degree,Conservative,Neither agree nor disagree,Strongly agree,Somewhat agree,Canada,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,FL_24
0.800000012,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat positive,Extremely,FL_24
0.600000024,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat positive,Neither positive nor negative,Somewhat,FL_24
1,Male,Asian,Bachelor’s degree,Moderate,Somewhat agree,Strongly agree,Neither agree nor disagree,The United States,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Neither positive nor negative,Not at all,FL_23
0.800000012,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,FL_23
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,FL_23
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat positive,Slightly,FL_23
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat negative,Somewhat positive,Somewhat,FL_23
,Male,Black or African American,Bachelor’s degree,Liberal,Strongly agree,Somewhat agree,Somewhat disagree,Canada,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat positive,Not sure,FL_24
0.5,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Strongly disagree,Canada,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_23
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Somewhat agree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither positive nor negative,Somewhat negative,Slightly,FL_24
0.899999976,Male,Black or African American,Bachelor’s degree,Liberal,Strongly agree,Strongly agree,Somewhat agree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat positive,Mostly,FL_23
1,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Neither positive nor negative,Not at all,FL_23
1,Female,Asian,Bachelor’s degree,Moderate,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Canada,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat positive,Somewhat negative,Slightly,FL_23
0.699999988,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Neither positive nor negative,Somewhat,FL_24
,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Prefer not to say,Strongly agree,Strongly agree,Strongly agree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Somewhat,FL_24
0.5,Male,Black or African American,Bachelor’s degree,Liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neither positive nor negative,Neither positive nor negative,Not at all,FL_24
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Strongly agree,Strongly agree,Canada,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Extremely positive,Somewhat negative,Slightly,FL_23
0.600000024,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,FL_23
0.800000012,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Somewhat positive,Extremely,FL_24
0.300000012,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Strongly agree,Canada,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat positive,Extremely negative,Somewhat,FL_24
1,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat negative,Slightly,FL_24
,Female,White or Caucasian,High school diploma or GED,Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither positive nor negative,Somewhat positive,Mostly,FL_23
0.200000003,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Somewhat agree,The United States,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Somewhat,FL_23
0.800000012,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Somewhat agree,Somewhat agree,The United States,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat negative,Somewhat negative,Mostly,FL_24
1,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither positive nor negative,Somewhat positive,Mostly,FL_23
1,Male,White or Caucasian,Bachelor’s degree,Moderate,Strongly agree,Strongly agree,Neither agree nor disagree,The United States,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat positive,Slightly,FL_24
0.899999976,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Somewhat agree,Strongly agree,Somewhat agree,Canada,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,FL_23
0.800000012,Female,White or Caucasian,Bachelor’s degree,Liberal,Strongly disagree,Strongly disagree,Somewhat agree,Canada,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,FL_24
0.899999976,Male,White or Caucasian,Bachelor’s degree,Very liberal,Strongly agree,Strongly agree,Strongly agree,Canada,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Somewhat,FL_24
1,Female,White or Caucasian,Bachelor’s degree,Conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat positive,Extremely,FL_23
0.899999976,Female,White or Caucasian,Bachelor’s degree,Moderate,Strongly agree,Strongly agree,Somewhat agree,Neither,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.899999976,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly disagree,Strongly agree,Somewhat agree,The United States,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Extremely,FL_24
0.899999976,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_23
0.899999976,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Somewhat agree,Strongly agree,Somewhat agree,The United States,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Somewhat,FL_24
1,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat negative,Neither positive nor negative,Somewhat,FL_23
1,Male,Black or African American,Bachelor’s degree,Very liberal,Strongly disagree,Somewhat agree,Strongly disagree,Canada,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,FL_24
1,Male,White or Caucasian,High school diploma or GED,Moderate,Strongly agree,Strongly agree,Somewhat agree,Canada,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.300000012,Male,Black or African American,High school diploma or GED,Conservative,Strongly agree,Strongly agree,Strongly agree,Canada,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.899999976,Female,White or Caucasian,Bachelor’s degree,Moderate,Strongly agree,Strongly agree,Somewhat agree,Canada,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,FL_23
0.899999976,Male,White or Caucasian,Bachelor’s degree,Very conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Extremely negative,Neither positive nor negative,Mostly,FL_24
1,Female,White or Caucasian,"Some college, but no degree",Liberal,Somewhat agree,Strongly disagree,Strongly disagree,Canada,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat positive,Extremely negative,Not at all,FL_24
0.5,Female,Black or African American,High school diploma or GED,Conservative,Strongly agree,Somewhat agree,Somewhat agree,The United States,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat negative,Mostly,FL_24
0.699999988,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Strongly disagree,Canada,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,FL_24
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Somewhat agree,Somewhat disagree,Neither,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat negative,Not at all,FL_23
0.899999976,Male,Black or African American,Bachelor’s degree,Moderate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Somewhat,FL_24
0.899999976,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Somewhat disagree,The United States,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat negative,Somewhat positive,Extremely,FL_24
0.800000012,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Extremely positive,Somewhat positive,Extremely,FL_24
0.5,Female,White or Caucasian,High school diploma or GED,Moderate,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,The United States,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat positive,Neither positive nor negative,Slightly,FL_24
0.600000024,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Somewhat agree,Somewhat disagree,Canada,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Not at all,FL_24
0.600000024,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither positive nor negative,Somewhat positive,Mostly,FL_23
